id,price,property_type,room_type,availability_365,calculated_host_listings_count,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,reviews_per_month,neighbourhood_cleansed,latitude,longitude
582339864607604447,,Entire rental unit,Entire home/apt,198,8,within an hour,100,85,4.41,2.0,Élysée,48.87057,2.30506
579440595491945647,,Entire rental unit,Entire home/apt,12,816,within a day,87,0,,,Élysée,48.87240140000001,2.3259768
579608614231778339,,Entire rental unit,Entire home/apt,0,1,,,2,5.0,0.12,Élysée,48.876657588684665,2.3065039196756114
579682727934965644,,Room in boutique hotel,Private room,205,1,,,0,,,Élysée,48.86875,2.30576
586820414438980738,,Entire rental unit,Entire home/apt,200,19,within an hour,98,136,4.29,3.24,Élysée,48.87863,2.32647
587413646189914392,,Entire rental unit,Entire home/apt,50,816,within a day,87,5,5.0,0.18,Élysée,48.87123199999999,2.304344
587703105378843795,,Entire rental unit,Entire home/apt,0,1,,,33,4.79,0.83,Élysée,48.88101,2.32172
587749873623206933,,Entire rental unit,Entire home/apt,0,1,within a day,86,29,4.72,0.68,Élysée,48.87352,2.31413
590967392647940686,,Entire rental unit,Entire home/apt,0,2,,,0,,,Élysée,48.87752,2.31353
585351531933912781,,Entire vacation home,Entire home/apt,159,8,within a day,87,138,4.64,3.43,Élysée,48.871483,2.310613
594085327971871480,,Entire rental unit,Entire home/apt,7,1,within a few hours,100,44,4.66,1.06,Élysée,48.87244,2.32373
594179991671724995,,Entire rental unit,Entire home/apt,0,1,,,15,5.0,0.42,Élysée,48.88135,2.32503
594472545867051694,,Entire rental unit,Entire home/apt,288,4,within an hour,100,70,4.97,1.7,Élysée,48.87259,2.30336
591901076019570859,,Entire rental unit,Entire home/apt,0,1,,,27,4.93,0.72,Élysée,48.88202,2.3234
595297179397840943,,Entire rental unit,Entire home/apt,329,4,within an hour,100,285,4.82,6.86,Élysée,48.8724,2.29968
603358803923399963,,Entire rental unit,Entire home/apt,157,2,within an hour,100,165,4.84,3.98,Élysée,48.87588,2.32493
603470649331945460,,Entire rental unit,Entire home/apt,309,45,,,151,4.77,3.64,Élysée,48.87173080444336,2.3016679286956787
603475427410256345,,Entire rental unit,Entire home/apt,330,45,,,125,4.77,3.09,Élysée,48.87171936035156,2.3016469478607178
603511530853226927,,Entire rental unit,Entire home/apt,230,1,within a few hours,80,40,5.0,0.99,Élysée,48.87762,2.29872
604197295774689485,,Entire rental unit,Entire home/apt,209,1,within an hour,100,243,4.89,5.85,Élysée,48.86534,2.31013
604309922107973799,,Entire condo,Entire home/apt,46,1,within an hour,100,24,5.0,0.6,Élysée,48.87517,2.32024
607805133256605141,,Entire rental unit,Entire home/apt,341,1,within a few hours,70,21,4.81,0.51,Élysée,48.87376022338867,2.3151040077209477
601146978123068798,,Tiny home,Entire home/apt,0,1,within a few hours,100,27,4.93,0.67,Élysée,48.86641,2.30016
609106640789714412,,Entire rental unit,Entire home/apt,286,10,within an hour,100,76,4.87,1.96,Élysée,48.87816,2.32631
609112785666527042,,Entire rental unit,Entire home/apt,321,10,within an hour,100,17,4.94,0.42,Élysée,48.87936,2.32562
609123994045629323,,Entire rental unit,Entire home/apt,324,1,within an hour,100,98,4.92,2.41,Élysée,48.87223,2.31055
615720179683430403,,Entire rental unit,Entire home/apt,0,1,,,33,4.33,0.81,Élysée,48.87155,2.30897
612990386232201151,,Entire vacation home,Entire home/apt,157,1,,,27,4.96,0.67,Élysée,48.881828,2.322702
609894265082721185,,Entire rental unit,Entire home/apt,28,816,within a day,87,2,5.0,0.05,Élysée,48.86884449999999,2.305005
613522230361672646,,Entire rental unit,Entire home/apt,194,19,within an hour,98,197,4.5,4.84,Élysée,48.87989,2.32644
622491835401149232,,Private room in rental unit,Private room,0,1,,,2,5.0,0.05,Élysée,48.880978,2.315085
624714016439758208,,Entire rental unit,Entire home/apt,365,20,a few days or more,0,0,,,Élysée,48.87196,2.31386
619918231054718987,,Entire rental unit,Entire home/apt,350,1,within a day,67,5,5.0,0.12,Élysée,48.8704,2.31257
624375807769691493,,Entire rental unit,Entire home/apt,169,1,a few days or more,0,35,4.94,0.91,Élysée,48.87331,2.32274
630424408480809604,,Private room in rental unit,Private room,285,1,within an hour,100,89,4.92,2.42,Élysée,48.879864,2.31928
633816909319451460,,Entire rental unit,Entire home/apt,0,816,within a day,87,0,,,Élysée,48.8742001,2.3027597
632473658469819873,,Private room in rental unit,Private room,298,1,within an hour,100,87,4.61,2.2,Élysée,48.872009,2.326121
632556268135822438,,Entire rental unit,Entire home/apt,241,1,within a day,100,11,5.0,0.31,Élysée,48.87177,2.32065
634328089288836753,,Entire rental unit,Entire home/apt,0,1,,,50,4.76,1.36,Élysée,48.8747773,2.3159924
632987221939089367,,Entire rental unit,Entire home/apt,292,1,within an hour,100,150,4.69,3.78,Élysée,48.87643,2.3069
633008082610755252,,Entire rental unit,Entire home/apt,285,1,within an hour,100,145,4.54,3.66,Élysée,48.87456,2.30694
637589142815041368,,Entire rental unit,Entire home/apt,0,1,,,4,5.0,0.12,Élysée,48.87894058227539,2.3137691020965576
638155483170218263,,Entire rental unit,Entire home/apt,226,816,within a day,87,1,5.0,0.03,Élysée,48.873655,2.3067472
639541059848241495,,Entire rental unit,Entire home/apt,0,74,within a day,58,0,,,Élysée,48.86464,2.30422
639725043752631615,,Room in aparthotel,Entire home/apt,72,12,within an hour,100,2,5.0,0.17,Élysée,48.8677928,2.3022766
639725654120558820,,Room in aparthotel,Entire home/apt,73,12,within an hour,100,0,,,Élysée,48.86781,2.3023
639739501677735477,,Entire condo,Entire home/apt,0,1,,,6,4.67,0.15,Élysée,48.867699,2.302015
642100347544926835,,Entire rental unit,Entire home/apt,365,20,a few days or more,0,0,,,Élysée,48.8758736,2.2995085
644037299742822649,,Entire rental unit,Entire home/apt,0,1,within an hour,100,6,5.0,0.16,Élysée,48.880876844866734,2.3237250111144947
643133749958769882,,Entire rental unit,Entire home/apt,42,1,within an hour,100,18,4.44,0.46,Élysée,48.86582,2.30506
640476038868176116,,Entire rental unit,Entire home/apt,337,1,within a few hours,100,40,4.78,1.03,Élysée,48.87419,2.32419
641035013393922812,,Entire rental unit,Entire home/apt,9,816,within a day,87,1,5.0,0.03,Élysée,48.86884449999999,2.305005
644785176419646761,,Entire rental unit,Entire home/apt,198,19,within an hour,98,148,4.46,3.73,Élysée,48.88002,2.32646
649223800156661385,,Entire rental unit,Entire home/apt,0,184,within an hour,100,60,4.42,1.56,Élysée,48.8751,2.30668
649225829419588357,,Entire condo,Entire home/apt,0,1,within an hour,100,2,4.5,0.29,Élysée,48.8804,2.31903
649259112633453785,,Entire rental unit,Entire home/apt,51,1,within a few hours,100,65,4.95,1.66,Élysée,48.87006,2.30961
651054653562096477,,Entire rental unit,Entire home/apt,0,2,,,1,5.0,0.05,Élysée,48.8783519,2.3010424
648098562183748330,,Entire condo,Entire home/apt,0,4,within an hour,100,8,5.0,0.21,Élysée,48.86491,2.3056
649965505741306628,,Entire rental unit,Entire home/apt,0,184,within an hour,100,52,4.56,1.34,Élysée,48.8751,2.30668
650087875508913637,,Entire condo,Entire home/apt,0,2,within a few hours,100,0,,,Élysée,48.87965366897343,2.3211161423278925
652604214846443684,,Entire condo,Entire home/apt,180,72,within an hour,100,13,4.85,0.34,Élysée,48.86544,2.30549
653292371887242169,,Entire rental unit,Entire home/apt,339,121,within an hour,100,55,4.49,1.41,Élysée,48.8783,2.31429
655017881750608019,,Private room in rental unit,Private room,0,2,,,7,4.14,0.19,Élysée,48.87433,2.32146
652853693894006739,,Entire rental unit,Entire home/apt,0,1,,,3,5.0,0.08,Élysée,48.87909,2.31703
655680644471425734,,Entire rental unit,Entire home/apt,4,1,within a few hours,100,34,4.82,0.88,Élysée,48.87273,2.32436
655701525771992963,,Entire rental unit,Entire home/apt,0,1,within an hour,100,11,4.91,0.31,Élysée,48.87764,2.29923
654245362735026734,,Entire rental unit,Entire home/apt,5,57,within an hour,99,79,4.48,2.01,Élysée,48.87401,2.30461
660540155758373136,,Entire rental unit,Entire home/apt,332,2,within an hour,100,29,4.72,0.81,Élysée,48.8725,2.3063
660583102865952289,,Entire rental unit,Entire home/apt,349,2,within an hour,96,154,4.68,3.96,Élysée,48.87164,2.32586
661697087465562276,,Private room in rental unit,Private room,25,3,within an hour,100,189,4.78,4.94,Élysée,48.87012,2.32395
662287561261884028,,Entire rental unit,Entire home/apt,0,1,,,1,4.0,0.03,Élysée,48.87953,2.30606
663701464381827824,,Entire rental unit,Entire home/apt,0,1,,,33,4.73,0.89,Élysée,48.87902,2.32011
661266782980850337,,Entire rental unit,Entire home/apt,295,1,within a few hours,100,53,4.83,1.36,Élysée,48.8680083,2.304291
664127343314586001,,Entire rental unit,Entire home/apt,244,1,within an hour,100,158,4.54,4.07,Élysée,48.88012,2.3226
663451670099707728,,Entire rental unit,Entire home/apt,2,204,within an hour,100,52,4.77,1.35,Élysée,48.871105,2.3118992
664373418755352725,,Entire rental unit,Entire home/apt,306,121,within an hour,100,34,4.21,0.88,Élysée,48.8755,2.29728
666345413674172297,,Entire rental unit,Entire home/apt,225,1,,,25,4.56,0.65,Élysée,48.87615,2.32627
666588553177238830,,Entire rental unit,Entire home/apt,89,1,a few days or more,0,14,4.57,0.36,Élysée,48.87238071504356,2.3248127102851868
668606060803962851,,Entire rental unit,Entire home/apt,86,816,within a day,87,0,,,Élysée,48.87462490000001,2.3083318
669439142362283842,,Private room in rental unit,Private room,19,3,within an hour,100,199,4.78,5.18,Élysée,48.87124980000001,2.3231434
669616090408633462,,Entire rental unit,Entire home/apt,345,3,within an hour,82,20,4.4,0.77,Élysée,48.874616211291794,2.2974413281805006
672275691398554695,,Entire rental unit,Entire home/apt,325,1,within an hour,100,35,4.83,0.98,Élysée,48.8778396,2.3061192
674525284050712019,,Entire rental unit,Entire home/apt,288,816,within a day,87,0,,,Élysée,48.87772770000001,2.2992637
674527854171381537,,Entire rental unit,Entire home/apt,288,816,within a day,87,1,5.0,0.03,Élysée,48.8703775,2.3108736
673506298244253119,,Entire rental unit,Entire home/apt,365,20,a few days or more,0,0,,,Élysée,48.86887959258328,2.306588776409626
675161071608677177,,Entire condo,Entire home/apt,351,1,within an hour,100,46,5.0,1.2,Élysée,48.8686263,2.3048679
676011457810393847,,Entire rental unit,Entire home/apt,297,10,within an hour,100,12,4.83,0.33,Élysée,48.87993,2.32604
681238783413663479,,Entire rental unit,Entire home/apt,192,1,within an hour,100,3,5.0,0.08,Élysée,48.86633759999999,2.3091585
679610328085922064,,Entire rental unit,Entire home/apt,0,1,,,28,4.82,0.74,Élysée,48.87033,2.30407
679765220770789631,,Entire rental unit,Entire home/apt,256,1,,,16,4.31,0.43,Élysée,48.87435,2.32569
678031721758706407,,Entire rental unit,Entire home/apt,263,1,within a day,100,31,4.71,1.26,Élysée,48.874546372486144,2.3103995081280626
682378065692237912,,Entire rental unit,Entire home/apt,113,2,within a day,100,14,4.79,0.37,Élysée,48.87178,2.30592
678807472996794580,,Entire rental unit,Entire home/apt,364,130,within a day,58,0,,,Élysée,48.86503,2.3052
683652416196198857,,Entire rental unit,Entire home/apt,0,1,,,4,4.75,0.11,Élysée,48.8771673,2.2997451
696337740842692256,,Entire loft,Entire home/apt,64,1,a few days or more,0,51,4.76,1.37,Élysée,48.8757,2.31527
696433710614210796,,Entire rental unit,Entire home/apt,0,1,,,32,4.81,0.9,Élysée,48.88113,2.32592
690962973642108786,,Entire rental unit,Entire home/apt,358,8,within an hour,100,33,4.27,1.02,Élysée,48.87275024620104,2.312255309222688
699701349236371561,,Entire serviced apartment,Entire home/apt,42,3,within an hour,90,27,4.78,0.76,Élysée,48.87286,2.32605
699794573984577195,,Entire rental unit,Entire home/apt,38,141,within an hour,100,33,4.76,0.89,Élysée,48.86931,2.3015
699893433427628983,,Entire rental unit,Entire home/apt,228,24,within an hour,100,13,5.0,0.43,Élysée,48.8787251,2.3030213
699903402199525432,,Entire rental unit,Entire home/apt,56,1,within a few hours,100,77,4.73,2.09,Élysée,48.8808,2.3182999
700013667948229865,,Entire rental unit,Entire home/apt,270,2,,,14,4.43,0.54,Élysée,48.874125603014406,2.302233518192983
700451488403848331,,Entire rental unit,Entire home/apt,247,816,within a day,87,0,,,Élysée,48.8782198,2.3201669
698284013611863410,,Entire rental unit,Entire home/apt,0,1,,,34,4.91,1.06,Élysée,48.87619479139664,2.302314341068268
704882310032960061,,Entire rental unit,Entire home/apt,242,8,within an hour,100,4,4.75,0.14,Élysée,48.87167441178042,2.298736274242401
705613085667520572,,Entire rental unit,Entire home/apt,260,1,within an hour,100,6,5.0,0.18,Élysée,48.87733,2.31325
708541033902709139,,Entire rental unit,Entire home/apt,228,2,within an hour,100,78,4.95,2.17,Élysée,48.872191988554974,2.32621718198061
705725179597168369,,Entire rental unit,Entire home/apt,0,1,,,7,4.57,0.22,Élysée,48.88275211584807,2.3247799628341466
708696934541528736,,Entire rental unit,Entire home/apt,66,1,within an hour,100,23,4.52,0.63,Élysée,48.87478,2.30568
706362020212859647,,Entire rental unit,Entire home/apt,288,121,within an hour,100,87,4.44,2.37,Élysée,48.87287,2.3262
715737903469693967,,Entire rental unit,Entire home/apt,311,816,within a day,87,1,5.0,0.05,Élysée,48.87743629999999,2.3025654
714374784329587828,,Entire rental unit,Entire home/apt,274,1,within an hour,100,70,4.67,1.95,Élysée,48.872018,2.3114922
719759965612476480,,Entire rental unit,Entire home/apt,332,8,within an hour,100,29,4.76,0.93,Élysée,48.87141,2.30395
720760305504868291,,Entire rental unit,Entire home/apt,14,816,within a day,87,0,,,Élysée,48.8766063,2.3200669
723195920934451055,,Entire rental unit,Entire home/apt,67,2,within a day,100,62,4.77,1.76,Élysée,48.86853,2.30047
721626584139109180,,Entire rental unit,Entire home/apt,267,1,within an hour,100,6,4.17,0.17,Élysée,48.87168,2.319
722051190960014088,,Entire rental unit,Entire home/apt,11,1,,,3,5.0,0.09,Élysée,48.877606,2.3191437
724426464229666914,,Entire rental unit,Entire home/apt,304,8,within an hour,100,69,4.74,1.91,Élysée,48.8703691,2.3035922
722296136152789636,,Entire rental unit,Entire home/apt,271,816,within a day,87,0,,,Élysée,48.8668838,2.3086145
729563804746839275,,Entire rental unit,Entire home/apt,323,816,within a day,87,0,,,Élysée,48.87307180000001,2.3013735
724426696740976326,,Entire rental unit,Entire home/apt,318,8,within an hour,100,59,4.76,1.63,Élysée,48.8703691,2.3035922
724515188109588042,,Entire rental unit,Entire home/apt,325,8,within an hour,100,84,4.83,2.52,Élysée,48.8703691,2.3035922
724515900985562047,,Entire rental unit,Entire home/apt,318,8,within an hour,100,49,4.67,1.63,Élysée,48.87038674262305,2.303610975476809
726870524936394762,,Entire condo,Entire home/apt,322,1,within a few hours,100,2,5.0,0.1,Élysée,48.87356,2.31186
730890492848738719,,Entire rental unit,Entire home/apt,297,38,within a few hours,100,7,4.14,0.22,Élysée,48.87089,2.30666
731570159400385684,,Entire rental unit,Entire home/apt,283,121,within an hour,100,79,4.58,2.23,Élysée,48.87595,2.31057
731633698295569011,,Entire rental unit,Entire home/apt,273,2,within a day,90,11,5.0,0.38,Élysée,48.87755550461911,2.319658684130843
732438559316139822,,Entire rental unit,Entire home/apt,353,1,within an hour,100,16,5.0,0.52,Élysée,48.88033103103936,2.3266751160195884
740345850185213356,,Entire rental unit,Entire home/apt,45,816,within a day,87,0,,,Élysée,48.8743791,2.3073766
735371592298899272,,Entire rental unit,Entire home/apt,299,816,within a day,87,0,,,Élysée,48.87307180000001,2.3013735
735372182269438130,,Entire rental unit,Entire home/apt,57,816,within a day,87,2,4.0,0.22,Élysée,48.8808996,2.3180603
741110433896636373,,Entire rental unit,Entire home/apt,287,1,within a day,100,1,5.0,0.03,Élysée,48.88064,2.31479
737549916590697908,,Entire rental unit,Entire home/apt,323,17,within an hour,100,6,4.5,0.23,Élysée,48.8742207,2.3078679
745339779721359510,,Entire vacation home,Entire home/apt,364,1,a few days or more,0,10,4.7,0.29,Élysée,48.8722642,2.3248634
746844976877854606,,Entire rental unit,Entire home/apt,134,72,within an hour,100,9,5.0,0.27,Élysée,48.86467,2.3067
746942750241540059,,Entire rental unit,Entire home/apt,323,102,within an hour,100,2,5.0,0.06,Élysée,48.87727,2.30244
747508290570310998,,Entire rental unit,Entire home/apt,0,1,,,6,4.83,0.17,Élysée,48.8791632,2.3251047
746169726928519064,,Entire rental unit,Entire home/apt,187,816,within a day,87,1,5.0,0.05,Élysée,48.8802986,2.3163334
753734139316526455,,Entire condo,Entire home/apt,362,1,within an hour,100,0,,,Élysée,48.8708821,2.3037014
748405036862816469,,Entire rental unit,Entire home/apt,344,1,within an hour,100,27,5.0,0.82,Élysée,48.87290271974272,2.30528082698366
757006261289754678,,Entire rental unit,Entire home/apt,205,19,within an hour,98,81,4.15,2.46,Élysée,48.88002,2.32646
755629329898504904,,Entire rental unit,Entire home/apt,229,1,within a few hours,100,23,5.0,0.69,Élysée,48.87563179204093,2.307298631095118
752839815899245165,,Entire rental unit,Entire home/apt,62,816,within a day,87,0,,,Élysée,48.87172940000001,2.3162994
760764897055494968,,Entire condo,Entire home/apt,88,1,,,1,5.0,0.03,Élysée,48.87318,2.3168
759236089021870532,,Entire serviced apartment,Entire home/apt,274,21,within an hour,100,79,4.52,2.33,Élysée,48.872459,2.303885
764383276871030094,,Private room in bed and breakfast,Private room,86,2,within an hour,100,29,4.93,1.32,Élysée,48.8706729,2.3079196
759411827218878059,,Entire rental unit,Entire home/apt,241,1,,,2,5.0,0.06,Élysée,48.873501,2.3124571
759486370299691742,,Entire rental unit,Entire home/apt,0,1,,,21,5.0,0.62,Élysée,48.87802,2.31991
759814463939516907,,Entire rental unit,Entire home/apt,320,17,within an hour,99,101,4.71,2.95,Élysée,48.8719037,2.3023229
759893168607104994,,Entire rental unit,Entire home/apt,137,816,within a day,87,1,5.0,0.07,Élysée,48.8738852,2.3107116
759947066122822685,,Entire rental unit,Entire home/apt,154,1,within an hour,100,24,5.0,0.73,Élysée,48.8728251,2.3051338
762212452799380414,,Entire rental unit,Entire home/apt,365,1,a few days or more,33,2,5.0,0.09,Élysée,48.8741426,2.3159518
760562936480548105,,Entire rental unit,Entire home/apt,83,1,,,8,4.88,0.25,Élysée,48.86486194789045,2.3070048157491416
760690417963220848,,Entire rental unit,Entire home/apt,365,1,,,0,,,Élysée,48.8731,2.30649
762764568237026197,,Entire rental unit,Entire home/apt,356,102,within an hour,100,2,4.5,0.07,Élysée,48.87128,2.31772
766068877887885144,,Entire rental unit,Entire home/apt,317,1,,,0,,,Élysée,48.87569,2.2998
766451010623638723,,Entire rental unit,Entire home/apt,189,8,within an hour,100,39,4.41,1.15,Élysée,48.87085,2.30701
